Date,^GSPC
2021-01-11,3799.6100
2021-01-12,3801.1900
2021-01-13,3809.8400
2021-01-14,3795.5400
2021-01-15,3768.2500
2021-01-19,3798.9100
2021-01-20,3851.8500
2021-01-21,3853.0700
2021-01-22,3841.4700
2021-01-25,3855.3600
2021-01-26,3849.6200
2021-01-27,3750.7700
2021-01-28,3787.3800
2021-01-29,3714.2400
2021-02-01,3773.8600
2021-02-02,3826.3100
2021-02-03,3830.1700
2021-02-04,3871.7400
2021-02-05,3886.8300
2021-02-08,3915.5900
2021-02-09,3911.2300
2021-02-10,3909.8800
2021-02-11,3916.3800
2021-02-12,3934.8300
2021-02-16,3932.5900
2021-02-17,3931.3300
2021-02-18,3913.9700
2021-02-19,3906.7100
2021-02-22,3876.5000
2021-02-23,3881.3700
2021-02-24,3925.4300
2021-02-25,3829.3400
2021-02-26,3811.1500
2021-03-01,3901.8200
2021-03-02,3870.2900
2021-03-03,3819.7200
2021-03-04,3768.4700
2021-03-05,3841.9400
2021-03-08,3821.3500
2021-03-09,3875.4400
2021-03-10,3898.8100
2021-03-11,3939.3400
2021-03-12,3943.3400
2021-03-15,3968.9400
2021-03-16,3962.7100
2021-03-17,3974.1200
2021-03-18,3915.4600
2021-03-19,3913.1000
2021-03-22,3940.5900
2021-03-23,3910.5200
2021-03-24,3889.1400
2021-03-25,3909.5200
2021-03-26,3974.5400
2021-03-29,3971.0900
2021-03-30,3958.5500
2021-03-31,3972.8900
2021-04-01,4019.8700
2021-04-05,4077.9100
2021-04-06,4073.9400
2021-04-07,4079.9500
2021-04-08,4097.1700
2021-04-09,4128.8000
2021-04-12,4127.9900
2021-04-13,4141.5900
2021-04-14,4124.6600
2021-04-15,4170.4200
2021-04-16,4185.4700
2021-04-19,4163.2600
2021-04-20,4134.9400
2021-04-21,4173.4200
2021-04-22,4134.9800
2021-04-23,4180.1700
2021-04-26,4187.6200
2021-04-27,4186.7200
2021-04-28,4183.1800
2021-04-29,4211.4700
2021-04-30,4181.1700
2021-05-03,4192.6600
2021-05-04,4164.6600
2021-05-05,4167.5900
2021-05-06,4201.6200
2021-05-07,4232.6000
2021-05-10,4188.4300
2021-05-11,4152.1000
2021-05-12,4063.0400
2021-05-13,4112.5000
2021-05-14,4173.8500
2021-05-17,4163.2900
2021-05-18,4127.8300
2021-05-19,4115.6800
2021-05-20,4159.1200
2021-05-21,4155.8600
2021-05-24,4197.0500
2021-05-25,4188.1300
2021-05-26,4195.9900
2021-05-27,4200.8800
2021-05-28,4204.1100
2021-06-01,4202.0400
2021-06-02,4208.1200
2021-06-03,4192.8500
2021-06-04,4229.8900
2021-06-07,4226.5200
2021-06-08,4227.2600
2021-06-09,4219.5500
2021-06-10,4239.1800
2021-06-11,4247.4400
2021-06-14,4255.1500
2021-06-15,4246.5900
2021-06-16,4223.7000
2021-06-17,4221.8600
2021-06-18,4166.4500
2021-06-21,4224.7900
2021-06-22,4246.4400
2021-06-23,4241.8400
2021-06-24,4266.4900
2021-06-25,4280.7000
2021-06-28,4290.6100
2021-06-29,4291.8000
2021-06-30,4297.5000
2021-07-01,4319.9400
2021-07-02,4352.3400
2021-07-06,4343.5400
2021-07-07,4358.1300
2021-07-08,4320.8200
2021-07-09,4369.5500
2021-07-12,4384.6300
2021-07-13,4369.2100
2021-07-14,4374.3000
2021-07-15,4360.0300
2021-07-16,4327.1600
2021-07-19,4258.4900
2021-07-20,4323.0600
2021-07-21,4358.6900
2021-07-22,4367.4800
2021-07-23,4411.7900
2021-07-26,4422.3000
2021-07-27,4401.4600
2021-07-28,4400.6400
2021-07-29,4419.1500
2021-07-30,4395.2600
2021-08-02,4387.1600
2021-08-03,4423.1500
2021-08-04,4402.6600
2021-08-05,4429.1000
2021-08-06,4436.5200
2021-08-09,4432.3500
2021-08-10,4436.7500
2021-08-11,4447.7000
2021-08-12,4460.8300
2021-08-13,4468.0000
2021-08-16,4479.7100
2021-08-17,4448.0800
2021-08-18,4400.2700
2021-08-19,4405.8000
2021-08-20,4441.6700
2021-08-23,4479.5300
2021-08-24,4486.2300
2021-08-25,4496.1900
2021-08-26,4470.0000
2021-08-27,4509.3700
2021-08-30,4528.7900
2021-08-31,4522.6800
2021-09-01,4524.0900
2021-09-02,4536.9500
2021-09-03,4535.4300
2021-09-07,4520.0300
2021-09-08,4514.0700
2021-09-09,4493.2800
2021-09-10,4458.5800
2021-09-13,4468.7300
2021-09-14,4443.0500
2021-09-15,4480.7000
2021-09-16,4473.7500
2021-09-17,4432.9900
2021-09-20,4357.7300
2021-09-21,4354.1900
2021-09-22,4395.6400
2021-09-23,4448.9800
2021-09-24,4455.4800
2021-09-27,4443.1100
2021-09-28,4352.6300
2021-09-29,4359.4600
2021-09-30,4307.5400
2021-10-01,4357.0400
2021-10-04,4300.4600
2021-10-05,4345.7200
2021-10-06,4363.5500
2021-10-07,4399.7600
2021-10-08,4391.3400
2021-10-11,4361.1900
2021-10-12,4350.6500
2021-10-13,4363.8000
2021-10-14,4438.2600
2021-10-15,4471.3700
2021-10-18,4486.4600
2021-10-19,4519.6300
2021-10-20,4536.1900
2021-10-21,4549.7800
2021-10-22,4544.9000
2021-10-25,4566.4800
2021-10-26,4574.7900
2021-10-27,4551.6800
2021-10-28,4596.4200
2021-10-29,4605.3800
2021-11-01,4613.6700
2021-11-02,4630.6500
2021-11-03,4660.5700
2021-11-04,4680.0600
2021-11-05,4697.5300
2021-11-08,4701.7000
2021-11-09,4685.2500
2021-11-10,4646.7100
2021-11-11,4649.2700
2021-11-12,4682.8500
2021-11-15,4682.8000
2021-11-16,4700.9000
2021-11-17,4688.6700
2021-11-18,4704.5400
2021-11-19,4697.9600
2021-11-22,4682.9400
2021-11-23,4690.7000
2021-11-24,4701.4600
2021-11-26,4594.6200
2021-11-29,4655.2700
2021-11-30,4567.0000
2021-12-01,4513.0400
2021-12-02,4577.1000
2021-12-03,4538.4300
2021-12-06,4591.6700
2021-12-07,4686.7500
2021-12-08,4701.2100
2021-12-09,4667.4500
2021-12-10,4712.0200
2021-12-13,4668.9700
2021-12-14,4634.0900
2021-12-15,4709.8500
2021-12-16,4668.6700
2021-12-17,4620.6400
2021-12-20,4568.0200
2021-12-21,4649.2300
2021-12-22,4696.5600
2021-12-23,4725.7900
2021-12-27,4791.1900
2021-12-28,4786.3500
2021-12-29,4793.0600
2021-12-30,4778.7300
2021-12-31,4766.1800
2022-01-03,4796.5600
2022-01-04,4793.5400
2022-01-05,4700.5800
2022-01-06,4696.0500
2022-01-07,4677.0300
2022-01-10,4670.2900
2022-01-11,4713.0700
2022-01-12,4726.3500
2022-01-13,4659.0300
2022-01-14,4662.8500
2022-01-18,4577.1100
2022-01-19,4532.7600
2022-01-20,4482.7300
2022-01-21,4397.9400
2022-01-24,4410.1300
2022-01-25,4356.4500
2022-01-26,4349.9300
2022-01-27,4326.5100
2022-01-28,4431.8500
2022-01-31,4515.5500
2022-02-01,4546.5400
2022-02-02,4589.3800
2022-02-03,4477.4400
2022-02-04,4500.5300
2022-02-07,4483.8700
2022-02-08,4521.5400
2022-02-09,4587.1800
2022-02-10,4504.0800
2022-02-11,4418.6400
2022-02-14,4401.6700
2022-02-15,4471.0700
2022-02-16,4475.0100
2022-02-17,4380.2600
2022-02-18,4348.8700
2022-02-22,4304.7600
2022-02-23,4225.5000
2022-02-24,4288.7000
2022-02-25,4384.6500
2022-02-28,4373.9400
2022-03-01,4306.2600
2022-03-02,4386.5400
2022-03-03,4363.4900
2022-03-04,4328.8700
2022-03-07,4201.0900
2022-03-08,4170.7000
2022-03-09,4277.8800
2022-03-10,4259.5200
2022-03-11,4204.3100
2022-03-14,4173.1100
2022-03-15,4262.4500
2022-03-16,4357.8600
2022-03-17,4411.6700
2022-03-18,4463.1200
2022-03-21,4461.1800
2022-03-22,4511.6100
2022-03-23,4456.2400
2022-03-24,4520.1600
2022-03-25,4543.0600
2022-03-28,4575.5200
2022-03-29,4631.6000
2022-03-30,4602.4500
2022-03-31,4530.4100
2022-04-01,4545.8600
2022-04-04,4582.6400
2022-04-05,4525.1200
2022-04-06,4481.1500
2022-04-07,4500.2100
2022-04-08,4488.2800
2022-04-11,4412.5300
2022-04-12,4397.4500
2022-04-13,4446.5900
2022-04-14,4392.5900
2022-04-18,4391.6900
2022-04-19,4462.2100
2022-04-20,4459.4500
2022-04-21,4393.6600
2022-04-22,4271.7800
2022-04-25,4296.1200
2022-04-26,4175.2000
2022-04-27,4183.9600
2022-04-28,4287.5000
2022-04-29,4131.9300
2022-05-02,4155.3800
2022-05-03,4175.4800
2022-05-04,4300.1700
2022-05-05,4146.8700
2022-05-06,4123.3400
2022-05-09,3991.2400
2022-05-10,4001.0500
2022-05-11,3935.1800
2022-05-12,3930.0800
2022-05-13,4023.8900
2022-05-16,4008.0100
2022-05-17,4088.8500
2022-05-18,3923.6800
2022-05-19,3900.7900
2022-05-20,3901.3600
2022-05-23,3973.7500
2022-05-24,3941.4800
2022-05-25,3978.7300
2022-05-26,4057.8400
2022-05-27,4158.2400
2022-05-31,4132.1500
2022-06-01,4101.2300
2022-06-02,4176.8200
2022-06-03,4108.5400
2022-06-06,4121.4300
2022-06-07,4160.6800
2022-06-08,4115.7700
2022-06-09,4017.8200
2022-06-10,3900.8600
2022-06-13,3749.6300
2022-06-14,3735.4800
2022-06-15,3789.9900
2022-06-16,3666.7700
2022-06-17,3674.8400
2022-06-21,3764.7900
2022-06-22,3759.8900
2022-06-23,3795.7300
2022-06-24,3911.7400
2022-06-27,3900.1100
2022-06-28,3821.5500
2022-06-29,3818.8300
2022-06-30,3785.3800
2022-07-01,3825.3300
2022-07-05,3831.3900
2022-07-06,3845.0800
2022-07-07,3902.6200
2022-07-08,3899.3800
2022-07-11,3854.4300
2022-07-12,3818.8000
2022-07-13,3801.7800
2022-07-14,3790.3800
2022-07-15,3863.1600
2022-07-18,3830.8500
2022-07-19,3936.6900
2022-07-20,3959.9000
2022-07-21,3998.9500
2022-07-22,3961.6300
2022-07-25,3966.8400
2022-07-26,3921.0500
2022-07-27,4023.6100
2022-07-28,4072.4300
2022-07-29,4130.2900
2022-08-01,4118.6300
2022-08-02,4091.1900
2022-08-03,4155.1700
2022-08-04,4151.9400
2022-08-05,4145.1900
2022-08-08,4140.0600
2022-08-09,4122.4700
2022-08-10,4210.2400
2022-08-11,4207.2700
2022-08-12,4280.1500
2022-08-15,4297.1400
2022-08-16,4305.2000
2022-08-17,4274.0400
2022-08-18,4283.7400
2022-08-19,4228.4800
2022-08-22,4137.9900
2022-08-23,4128.7300
2022-08-24,4140.7700
2022-08-25,4199.1200
2022-08-26,4057.6600
2022-08-29,4030.6100
2022-08-30,3986.1600
2022-08-31,3955.0000
2022-09-01,3966.8500
2022-09-02,3924.2600
2022-09-06,3908.1900
2022-09-07,3979.8700
2022-09-08,4006.1800
2022-09-09,4067.3600
2022-09-12,4110.4100
2022-09-13,3932.6900
2022-09-14,3946.0100
2022-09-15,3901.3500
2022-09-16,3873.3300
2022-09-19,3899.8900
2022-09-20,3855.9300
2022-09-21,3789.9300
2022-09-22,3757.9900
2022-09-23,3693.2300
2022-09-26,3655.0400
2022-09-27,3647.2900
2022-09-28,3719.0400
2022-09-29,3640.4700
2022-09-30,3585.6200
2022-10-03,3678.4300
2022-10-04,3790.9300
2022-10-05,3783.2800
2022-10-06,3744.5200
2022-10-07,3639.6600
2022-10-10,3612.3900
2022-10-11,3588.8400
2022-10-12,3577.0300
2022-10-13,3669.9100
2022-10-14,3583.0700
2022-10-17,3677.9500
2022-10-18,3719.9800
2022-10-19,3695.1600
2022-10-20,3665.7800
2022-10-21,3752.7500
2022-10-24,3797.3400
2022-10-25,3859.1100
2022-10-26,3830.6000
2022-10-27,3807.3000
2022-10-28,3901.0600
2022-10-31,3871.9800
2022-11-01,3856.1000
2022-11-02,3759.6900
2022-11-03,3719.8900
2022-11-04,3770.5500
2022-11-07,3806.8000
2022-11-08,3828.1100
2022-11-09,3748.5700
2022-11-10,3956.3700
2022-11-11,3992.9300
2022-11-14,3957.2500
2022-11-15,3991.7300
2022-11-16,3958.7900
2022-11-17,3946.5600
2022-11-18,3965.3400
2022-11-21,3949.9400
2022-11-22,4003.5800
2022-11-23,4027.2600
2022-11-25,4026.1200
2022-11-28,3963.9400
2022-11-29,3957.6300
2022-11-30,4080.1100
2022-12-01,4076.5700
2022-12-02,4071.7000
2022-12-05,3998.8400
2022-12-06,3941.2600
2022-12-07,3933.9200
2022-12-08,3963.5100
2022-12-09,3934.3800
2022-12-12,3990.5600
2022-12-13,4019.6500
2022-12-14,3995.3200
2022-12-15,3895.7500
2022-12-16,3852.3600
2022-12-19,3817.6600
2022-12-20,3821.6200
2022-12-21,3878.4400
2022-12-22,3822.3900
2022-12-23,3844.8200
2022-12-27,3829.2500
2022-12-28,3783.2200
2022-12-29,3849.2800
2022-12-30,3839.5000
2023-01-03,3824.1400
2023-01-04,3852.9700
2023-01-05,3808.1000
2023-01-06,3895.0800
2023-01-09,3892.0900
2023-01-10,3919.2500
2023-01-11,3969.6100
2023-01-12,3983.1700
2023-01-13,3999.0900
2023-01-17,3990.9700
2023-01-18,3928.8600
2023-01-19,3898.8500
2023-01-20,3972.6100
2023-01-23,4019.8100
2023-01-24,4016.9500
2023-01-25,4016.2200
2023-01-26,4060.4300
2023-01-27,4070.5600
2023-01-30,4017.7700
2023-01-31,4076.6000
2023-02-01,4119.2100
2023-02-02,4179.7600
2023-02-03,4136.4800
2023-02-06,4111.0800
2023-02-07,4164.0000
2023-02-08,4117.8600
2023-02-09,4081.5000
2023-02-10,4090.4600
2023-02-13,4137.2900
2023-02-14,4136.1300
2023-02-15,4147.6000
2023-02-16,4090.4100
2023-02-17,4079.0900
2023-02-21,3997.3400
2023-02-22,3991.0500
2023-02-23,4012.3200
2023-02-24,3970.0400
2023-02-27,3982.2400
2023-02-28,3970.1500
2023-03-01,3951.3900
2023-03-02,3981.3500
2023-03-03,4045.6400
2023-03-06,4048.4200
2023-03-07,3986.3700
2023-03-08,3992.0100
2023-03-09,3918.3200
2023-03-10,3861.5900
2023-03-13,3855.7600
2023-03-14,3919.2900
2023-03-15,3891.9300
2023-03-16,3960.2800
2023-03-17,3916.6400
2023-03-20,3951.5700
2023-03-21,4002.8700
2023-03-22,3936.9700
2023-03-23,3948.7200
2023-03-24,3970.9900
2023-03-27,3977.5300
2023-03-28,3971.2700
2023-03-29,4027.8100
2023-03-30,4050.8300
2023-03-31,4109.3100
2023-04-03,4124.5100
2023-04-04,4100.6000
2023-04-05,4090.3800
2023-04-06,4105.0200
2023-04-10,4109.1100
2023-04-11,4108.9400
2023-04-12,4091.9500
2023-04-13,4146.2200
2023-04-14,4137.6400
2023-04-17,4151.3200
2023-04-18,4154.8700
2023-04-19,4154.5200
2023-04-20,4129.7900
2023-04-21,4133.5200
2023-04-24,4137.0400
2023-04-25,4071.6300
2023-04-26,4055.9900
2023-04-27,4135.3500
2023-04-28,4169.4800
2023-05-01,4167.8700
2023-05-02,4119.5800
2023-05-03,4090.7500
2023-05-04,4061.2200
2023-05-05,4136.2500
2023-05-08,4138.1200
2023-05-09,4119.1700
2023-05-10,4137.6400
2023-05-11,4130.6200
2023-05-12,4124.0800
2023-05-15,4136.2800
2023-05-16,4109.9000
2023-05-17,4158.7700
2023-05-18,4198.0500
2023-05-19,4191.9800
2023-05-22,4192.6300
2023-05-23,4145.5800
2023-05-24,4115.2400
2023-05-25,4151.2800
2023-05-26,4205.4500
2023-05-30,4205.5200
2023-05-31,4179.8300
2023-06-01,4221.0200
2023-06-02,4282.3700
2023-06-05,4273.7900
2023-06-06,4283.8500
2023-06-07,4267.5200
2023-06-08,4293.9300
2023-06-09,4298.8600
2023-06-12,4338.9300
2023-06-13,4369.0100
2023-06-14,4372.5900
2023-06-15,4425.8400
2023-06-16,4409.5900
2023-06-20,4388.7100
2023-06-21,4365.6900
2023-06-22,4381.8900
2023-06-23,4348.3300
2023-06-26,4328.8200
2023-06-27,4378.4100
2023-06-28,4376.8600
2023-06-29,4396.4400
2023-06-30,4450.3800
2023-07-03,4455.5900
2023-07-05,4446.8200
2023-07-06,4411.5900
2023-07-07,4398.9500
2023-07-10,4409.5300
2023-07-11,4439.2600
2023-07-12,4472.1600
2023-07-13,4510.0400
2023-07-14,4505.4200
2023-07-17,4522.7900
2023-07-18,4554.9800
2023-07-19,4565.7200
2023-07-20,4534.8700
2023-07-21,4536.3400
2023-07-24,4554.6400
2023-07-25,4567.4600
2023-07-26,4566.7500
2023-07-27,4537.4100
2023-07-28,4582.2300
2023-07-31,4588.9600
2023-08-01,4576.7300
2023-08-02,4513.3900
2023-08-03,4501.8900
2023-08-04,4478.0300
2023-08-07,4518.4400
2023-08-08,4499.3800
2023-08-09,4467.7100
2023-08-10,4468.8300
2023-08-11,4464.0500
2023-08-14,4489.7200
2023-08-15,4437.8600
2023-08-16,4404.3300
2023-08-17,4370.3600
2023-08-18,4369.7100
2023-08-21,4399.7700
2023-08-22,4387.5500
2023-08-23,4436.0100
2023-08-24,4376.3100
2023-08-25,4405.7100
2023-08-28,4433.3100
2023-08-29,4497.6300
2023-08-30,4514.8700
2023-08-31,4507.6600
2023-09-01,4515.7700
2023-09-05,4496.8300
2023-09-06,4465.4800
2023-09-07,4451.1400
2023-09-08,4457.4900
2023-09-11,4487.4600
2023-09-12,4461.9000
2023-09-13,4467.4400
2023-09-14,4505.1000
2023-09-15,4450.3200
2023-09-18,4453.5300
2023-09-19,4443.9500
2023-09-20,4402.2000
2023-09-21,4330.0000
2023-09-22,4320.0600
2023-09-25,4337.4400
2023-09-26,4273.5300
2023-09-27,4274.5100
2023-09-28,4299.7000
2023-09-29,4288.0500
2023-10-02,4288.3900
2023-10-03,4229.4500
2023-10-04,4263.7500
2023-10-05,4258.1900
2023-10-06,4308.5000
2023-10-09,4335.6600
2023-10-10,4358.2400
2023-10-11,4376.9500
2023-10-12,4349.6100
2023-10-13,4327.7800
2023-10-16,4373.6300
2023-10-17,4373.2000
2023-10-18,4314.6000
2023-10-19,4278.0000
2023-10-20,4224.1600
2023-10-23,4217.0400
2023-10-24,4247.6800
2023-10-25,4186.7700
2023-10-26,4137.2300
2023-10-27,4117.3700
2023-10-30,4166.8200
2023-10-31,4193.8000
2023-11-01,4237.8600
2023-11-02,4317.7800
2023-11-03,4358.3400
2023-11-06,4365.9800
2023-11-07,4378.3800
2023-11-08,4382.7800
2023-11-09,4347.3500
2023-11-10,4415.2400
2023-11-13,4411.5500
2023-11-14,4495.7000
2023-11-15,4502.8800
2023-11-16,4508.2400
2023-11-17,4514.0200
2023-11-20,4547.3800
2023-11-21,4538.1900
2023-11-22,4556.6200
2023-11-24,4559.3400
2023-11-27,4550.4300
2023-11-28,4554.8900
2023-11-29,4550.5800
2023-11-30,4567.8000
2023-12-01,4594.6300
2023-12-04,4569.7800
2023-12-05,4567.1800
2023-12-06,4549.3400
2023-12-07,4585.5900
2023-12-08,4604.3700
2023-12-11,4622.4400
2023-12-12,4643.7000
2023-12-13,4707.0900
2023-12-14,4719.5500
2023-12-15,4719.1900
2023-12-18,4740.5600
2023-12-19,4768.3700
2023-12-20,4698.3500
2023-12-21,4746.7500
2023-12-22,4754.6300
2023-12-26,4774.7500
2023-12-27,4781.5800
2023-12-28,4783.3500
2023-12-29,4769.8300
2024-01-02,4742.8300
2024-01-03,4704.8100
2024-01-04,4688.6800
2024-01-05,4697.2400
2024-01-08,4763.5400
2024-01-09,4756.5000
2024-01-10,4783.4500
2024-01-11,4780.2400
2024-01-12,4783.8300
2024-01-16,4765.9800
2024-01-17,4739.2100
2024-01-18,4780.9400
2024-01-19,4839.8100
2024-01-22,4850.4300
2024-01-23,4864.6000
2024-01-24,4868.5500
2024-01-25,4894.1600
2024-01-26,4890.9700
2024-01-29,4927.9300
2024-01-30,4924.9700
2024-01-31,4845.6500
2024-02-01,4906.1900
2024-02-02,4958.6100
2024-02-05,4942.8100
2024-02-06,4954.2300
2024-02-07,4995.0600
2024-02-08,4997.9100
2024-02-09,5026.6100
2024-02-12,5021.8400
2024-02-13,4953.1700
2024-02-14,5000.6200
2024-02-15,5029.7300
2024-02-16,5005.5700
2024-02-20,4975.5100
2024-02-21,4981.8000
2024-02-22,5087.0300
2024-02-23,5088.8000
2024-02-26,5069.5300
2024-02-27,5078.1800
2024-02-28,5069.7600
2024-02-29,5096.2700
2024-03-01,5137.0800
2024-03-04,5130.9500
2024-03-05,5078.6500
2024-03-06,5104.7600
2024-03-07,5157.3600
2024-03-08,5123.6900
2024-03-11,5117.9400
2024-03-12,5175.2700
2024-03-13,5165.3100
2024-03-14,5150.4800
2024-03-15,5117.0900
2024-03-18,5149.4200
2024-03-19,5178.5100
2024-03-20,5224.6200
2024-03-21,5241.5300
2024-03-22,5234.1800
2024-03-25,5218.1900
2024-03-26,5203.5800
2024-03-27,5248.4900
2024-03-28,5254.3500
2024-04-01,5243.7700
2024-04-02,5205.8100
2024-04-03,5211.4900
2024-04-04,5147.2100
2024-04-05,5204.3400
2024-04-08,5202.3900
2024-04-09,5209.9100
2024-04-10,5160.6400
2024-04-11,5199.0600
2024-04-12,5123.4100
2024-04-15,5061.8200
2024-04-16,5051.4100
2024-04-17,5022.2100
2024-04-18,5011.1200
2024-04-19,4967.2300
2024-04-22,5010.6000
2024-04-23,5070.5500
2024-04-24,5071.6300
2024-04-25,5048.4200
2024-04-26,5099.9600
2024-04-29,5116.1700
2024-04-30,5035.6900
2024-05-01,5018.3900
2024-05-02,5064.2000
2024-05-03,5127.7900
2024-05-06,5180.7400
2024-05-07,5187.7000
2024-05-08,5187.6700
2024-05-09,5214.0800
2024-05-10,5222.6800
2024-05-13,5221.4200
2024-05-14,5246.6800
2024-05-15,5308.1500
2024-05-16,5297.1000
2024-05-17,5303.2700
2024-05-20,5308.1300
2024-05-21,5321.4100
2024-05-22,5307.0100
2024-05-23,5267.8400
2024-05-24,5304.7200
2024-05-28,5306.0400
2024-05-29,5266.9500
2024-05-30,5235.4800
2024-05-31,5277.5100
2024-06-03,5283.4000
2024-06-04,5291.3400
2024-06-05,5354.0300
2024-06-06,5352.9600
2024-06-07,5346.9900
2024-06-10,5360.7900
2024-06-11,5375.3200
2024-06-12,5421.0300
2024-06-13,5433.7400
2024-06-14,5431.6000
2024-06-17,5473.2300
2024-06-18,5487.0300
2024-06-20,5473.1700
2024-06-21,5464.6200
2024-06-24,5447.8700
2024-06-25,5469.3000
2024-06-26,5477.9000
2024-06-27,5482.8700
2024-06-28,5460.4800
2024-07-01,5475.0900
2024-07-02,5509.0100
2024-07-03,5537.0200
2024-07-05,5567.1900
2024-07-08,5572.8500
2024-07-09,5576.9800
2024-07-10,5633.9100
2024-07-11,5584.5400
2024-07-12,5615.3500
2024-07-15,5631.2200
2024-07-16,5667.2000
2024-07-17,5588.2700
2024-07-18,5544.5900
2024-07-19,5505.0000
2024-07-22,5564.4100
2024-07-23,5555.7400
2024-07-24,5427.1300
2024-07-25,5399.2200
2024-07-26,5459.1000
2024-07-29,5463.5400
2024-07-30,5436.4400
2024-07-31,5522.3000
2024-08-01,5446.6800
2024-08-02,5346.5600
2024-08-05,5186.3300
2024-08-06,5240.0300
2024-08-07,5199.5000
2024-08-08,5319.3100
2024-08-09,5344.1600
2024-08-12,5344.3900
2024-08-13,5434.4300
2024-08-14,5455.2100
2024-08-15,5543.2200
2024-08-16,5554.2500
2024-08-19,5608.2500
2024-08-20,5597.1200
2024-08-21,5620.8500
2024-08-22,5570.6400
2024-08-23,5634.6100
2024-08-26,5616.8400
2024-08-27,5625.8000
2024-08-28,5592.1800
2024-08-29,5591.9600
2024-08-30,5648.4000
2024-09-03,5528.9300
2024-09-04,5520.0700
2024-09-05,5503.4100
2024-09-06,5408.4200
2024-09-09,5471.0500
2024-09-10,5495.5200
2024-09-11,5554.1300
2024-09-12,5595.7600
2024-09-13,5626.0200
